Date,Open,High,Low,Close,Adj Close,Volume
2020-12-23,225.630005,227.262405,216.210007,223.500000,223.500000,5039762
2020-12-24,223.500000,227.359894,219.282196,221.119995,221.119995,2407244
2020-12-28,225.088593,227.093399,212.015900,212.550003,212.550003,4614644
2020-12-29,210.600006,213.500000,202.779999,205.929993,205.929993,8153413
2020-12-30,207.770004,210.989304,205.240005,210.289993,210.289993,2550811
2020-12-31,211.470001,214.250000,208.100006,211.820007,211.820007,2597782
2021-01-04,209.960007,211.440002,195.985001,200.490005,200.490005,6281340
2021-01-05,200.244995,211.970001,197.750000,211.240005,211.240005,5072240
2021-01-06,204.000000,214.695007,203.000000,208.850006,208.850006,4703889
2021-01-07,213.024994,222.100006,213.024994,221.470001,221.470001,4194579
2021-01-08,225.830002,228.820007,220.110001,223.729996,223.729996,3537355
2021-01-11,223.649994,234.630005,218.000000,232.240005,232.240005,5128680
2021-01-12,233.404999,238.539993,233.000000,233.589996,233.589996,3384442
2021-01-13,236.500000,236.550003,225.600006,226.419998,226.419998,3553954
2021-01-14,228.649994,231.899994,222.759995,225.619995,225.619995,3101836
2021-01-15,228.080002,230.050003,218.750000,219.509995,219.509995,3654913
2021-01-19,224.000000,224.660004,217.509995,221.919998,221.919998,3662919
2021-01-20,227.000000,228.570007,222.199997,226.330002,226.330002,2128758
2021-01-21,228.000000,228.500000,219.809998,221.000000,221.000000,3175741
2021-01-22,220.970001,226.149994,220.309998,223.520004,223.520004,2042153
2021-01-25,227.720001,230.630005,208.690002,217.490005,217.490005,5213234
2021-01-26,217.130005,217.631195,206.009995,206.800003,206.800003,5463870
2021-01-27,200.000000,207.759995,193.860001,200.929993,200.929993,6109072
2021-01-28,202.000000,216.800003,201.720001,212.490005,212.490005,3416345
2021-01-29,211.330002,217.550003,205.360107,215.800003,215.800003,4000451
2021-02-01,216.559998,218.490005,210.449997,215.009995,215.009995,2932115
2021-02-02,218.529999,221.470001,212.529999,219.639999,219.639999,3584306
2021-02-03,223.000000,223.490005,216.270004,218.119995,218.119995,2903829
2021-02-04,219.740005,224.289993,216.809998,224.009995,224.009995,3212615
2021-02-05,226.000000,227.949997,222.399994,223.529999,223.529999,2134164
2021-02-08,225.504501,228.649994,219.149994,222.360001,222.360001,2210580
2021-02-09,221.199997,225.389999,220.399994,223.720001,223.720001,1869484
2021-02-10,225.000000,233.550003,220.399994,231.350006,231.350006,3381544
2021-02-11,233.490005,239.889999,229.130005,234.800003,234.800003,3980911
2021-02-12,236.550003,245.419998,233.500000,242.100006,242.100006,3891194
2021-02-16,248.539993,251.279999,237.610001,242.419998,242.419998,3296598
2021-02-17,238.899994,242.600006,229.149994,238.559998,238.559998,2983495
2021-02-18,236.782700,241.320007,231.600006,239.250000,239.250000,2640404
