Date,Open,High,Low,Close,Adj Close,Volume
2021-02-19,241.830002,246.210007,236.610001,239.199997,239.199997,2333434
2021-02-22,235.651703,237.800003,222.419998,225.830002,225.830002,3268466
2021-02-23,211.199997,219.210007,198.162003,218.389999,218.389999,5899516
2021-02-24,219.779999,219.880005,207.500000,216.600006,216.600006,3944337
2021-02-25,216.429993,221.806305,204.899994,208.660004,208.660004,3604361
2021-02-26,209.300003,217.190002,204.520004,216.000000,216.000000,4903513
2021-03-01,220.819199,223.839996,215.860001,223.399994,223.399994,2355748
2021-03-02,226.500000,231.160004,221.520004,222.100006,222.100006,2538463
2021-03-03,220.857101,223.470001,206.610001,210.619995,210.619995,4155221
2021-03-04,204.789993,208.377304,187.190094,192.990005,192.990005,6635090
2021-03-05,194.639999,195.410004,168.669998,183.119995,183.119995,9437981
2021-03-08,184.289993,192.440002,178.899994,179.750000,179.750000,5302577
2021-03-09,192.649994,201.139999,189.500000,199.100006,199.100006,3865483
2021-03-10,204.000000,208.220001,192.500000,194.860001,194.860001,3506867
2021-03-11,203.990005,206.669998,198.419998,205.800003,205.800003,3597827
2021-03-12,200.899994,200.979996,195.309998,199.000000,199.000000,3033946
2021-03-15,199.500000,201.470001,195.021103,200.550003,200.550003,2528903
2021-03-16,203.809998,209.100006,193.500000,196.309998,196.309998,6766359
2021-03-17,199.000000,210.880005,191.279999,208.029999,208.029999,11955136
2021-03-18,203.589996,203.750000,189.610001,190.210007,190.210007,8827098
2021-03-19,192.880005,197.789993,190.020004,194.630005,194.630005,7375768
2021-03-22,191.910004,198.000000,190.229996,195.729996,195.729996,5560978
2021-03-23,195.740005,197.850006,189.690002,190.600006,190.600006,4210512
2021-03-24,191.000000,193.500000,180.110001,181.600006,181.600006,3994319
2021-03-25,175.669998,181.880005,174.580002,179.160004,179.160004,3755740
2021-03-26,179.029999,181.500000,170.100006,177.684998,177.684998,3732751
2021-03-29,177.689804,182.729996,171.199997,173.850006,173.850006,3050521
2021-03-30,171.080002,176.239899,168.759995,175.279999,175.279999,4277951
2021-03-31,179.240005,184.990005,178.710007,182.509995,182.509995,4268053
2021-04-01,188.766495,194.500000,185.429993,187.029999,187.029999,3344385
2021-04-05,191.429993,191.669998,184.720001,186.619995,186.619995,3767691
2021-04-06,186.619995,198.271103,185.860001,194.380005,194.380005,3672348
2021-04-07,195.070007,196.889893,190.639999,193.929993,193.929993,2332473
2021-04-08,197.544998,204.309998,195.673492,203.449997,203.449997,4613302
2021-04-09,201.440002,204.240005,194.309998,202.679993,202.679993,4503978
2021-04-12,201.529999,206.149994,197.509995,203.990005,203.990005,3306838
2021-04-13,206.520004,219.000000,206.139999,216.350006,216.350006,5361839
2021-04-14,216.389999,217.399994,207.500000,208.199997,208.199997,3263769
2021-04-15,215.500000,215.500000,207.809998,213.100006,213.100006,4337515
2021-04-16,213.506500,216.539993,208.490005,215.199997,215.199997,3579673
2021-04-19,211.050003,223.229996,210.289993,213.369995,213.369995,3872852
2021-04-20,216.089996,217.740005,205.580002,206.600006,206.600006,2743349
2021-04-21,205.479996,212.218903,201.530807,210.369995,210.369995,1975392
2021-04-22,212.000000,223.929993,212.000000,216.729996,216.729996,5216851
2021-04-23,219.509995,224.990005,217.729996,219.300003,219.300003,2500362
2021-04-26,220.050003,225.100006,215.929993,224.470001,224.470001,3614626
2021-04-27,225.479996,227.199997,219.890701,221.250000,221.250000,2326723
2021-04-28,217.869995,223.259995,215.022903,220.240005,220.240005,2486635
2021-04-29,221.000000,221.000000,208.419998,211.529999,211.529999,3322318
2021-04-30,207.333496,214.350006,207.000000,208.509995,208.509995,2028927
2021-05-03,209.000000,209.589996,204.020401,205.119995,205.119995,2304113
2021-05-04,201.949997,202.990005,191.360001,197.789993,197.789993,4274710
2021-05-05,202.259995,202.740005,192.000000,193.240005,193.240005,2307485
2021-05-06,191.520004,191.520004,180.669998,187.070007,187.070007,4903490
2021-05-07,194.279999,197.789993,187.910095,189.179993,189.179993,3182322
2021-05-10,189.179993,190.699997,183.800003,187.580002,187.580002,4166120
2021-05-11,178.919998,195.350006,177.287399,195.100006,195.100006,4910455
2021-05-12,192.000000,195.500000,185.660004,189.270004,189.270004,3769386
2021-05-13,190.964996,192.850006,179.410004,183.759995,183.759995,3301530
2021-05-14,187.512405,191.350006,183.759995,190.639999,190.639999,2377390
2021-05-17,189.759995,192.514008,185.000000,188.529999,188.529999,2023550
2021-05-18,191.330002,199.309998,187.509995,196.779999,196.779999,4125258
2021-05-19,189.630005,199.750000,189.270004,198.710007,198.710007,4273495
2021-05-20,201.550003,205.380005,199.009995,204.029999,204.029999,2564334
2021-05-21,207.839996,210.990005,205.619995,210.600006,210.600006,3554421
2021-05-24,212.440002,215.320007,209.360001,214.350006,214.350006,2877928
2021-05-25,214.580002,216.589996,211.839996,212.860001,212.860001,1827870
2021-05-26,217.960007,225.379898,216.380005,219.960007,219.960007,3702203
2021-05-27,218.000000,222.979996,211.345001,222.809998,222.809998,4073508
2021-05-28,222.850006,225.925003,221.000000,222.149994,222.149994,2580320
2021-06-01,223.229996,226.949997,218.850006,222.070007,222.070007,2882966
2021-06-02,221.350006,223.250000,218.572296,220.580002,220.580002,2193340
2021-06-03,220.050003,220.539993,213.929993,216.000000,216.000000,4565772
2021-06-04,216.990005,217.410004,205.330002,206.940002,206.940002,7318288
2021-06-07,206.440002,217.809998,204.530106,215.410004,215.410004,5854901
2021-06-08,217.735001,221.600006,212.630005,215.139999,215.139999,2891916
2021-06-09,215.690002,216.690002,211.225006,213.949997,213.949997,3353014
2021-06-10,214.889999,229.410004,214.759995,228.600006,228.600006,7787236
2021-06-11,226.610001,232.000000,224.610001,231.270004,231.270004,4010214
2021-06-14,231.500000,234.738205,228.600006,233.529999,233.529999,2725469
2021-06-15,233.750000,234.000000,227.289993,228.339996,228.339996,2319285
2021-06-16,229.000000,235.800003,227.649994,234.169998,234.169998,5452575
2021-06-17,233.000000,241.449203,232.000000,241.309998,241.309998,4985713
2021-06-18,241.199997,247.940002,239.660004,244.910004,244.910004,5987322
2021-06-21,238.039993,238.839996,231.000000,237.679993,237.679993,5998217
2021-06-22,243.830002,257.545013,242.800003,256.609985,256.609985,9390447
2021-06-23,255.309998,257.163910,249.350006,252.899994,252.899994,3504853
2021-06-24,255.771500,258.390015,251.080002,253.699997,253.699997,3231137
2021-06-25,255.000000,256.790009,249.550003,253.240005,253.240005,3799215
2021-06-28,255.000000,260.820007,253.800003,255.089996,255.089996,3167904
2021-06-29,255.089996,259.750000,251.309998,257.119995,257.119995,2298550
2021-06-30,257.138306,260.019989,251.300003,251.309998,251.309998,2820584
2021-07-01,251.000000,254.000000,245.539993,251.160004,251.160004,2511532
2021-07-02,254.269302,256.350006,250.720001,252.589996,252.589996,1916376
2021-07-06,257.839996,267.170013,257.700195,264.980011,264.980011,5669463
2021-07-07,268.730011,269.679993,260.630005,267.519989,267.519989,3485368
2021-07-08,259.649994,265.165009,254.279999,263.390015,263.390015,3414235
2021-07-09,262.954987,265.000000,259.600006,264.440002,264.440002,2587009
2021-07-12,267.696503,269.890015,260.299988,261.790009,261.790009,2146209
2021-07-13,261.140015,267.489990,259.109985,261.160004,261.160004,2246313
2021-07-14,263.160004,264.059998,252.649994,254.229996,254.229996,2705171
2021-07-15,255.740005,255.850006,247.050003,249.300003,249.300003,2532927
2021-07-16,252.009995,253.630005,248.418793,249.960007,249.960007,2113810
2021-07-19,245.050003,252.149994,239.710007,250.399994,250.399994,3196104
2021-07-20,254.895004,255.000000,245.869995,252.240005,252.240005,2417450
2021-07-21,252.449997,254.839996,249.509995,253.550003,253.550003,1841526
2021-07-22,254.720001,265.000000,254.641602,263.040009,263.040009,3284275
2021-07-23,261.320007,272.630005,260.518005,268.959991,268.959991,3749114
2021-07-26,267.559998,268.309998,261.429993,264.829987,264.829987,1718234
2021-07-27,266.000000,266.961304,254.029999,257.839996,257.839996,2357737
2021-07-28,260.179993,264.879913,258.000000,263.579987,263.579987,1863104
2021-07-29,263.510010,266.760193,259.559998,260.029999,260.029999,2142739
2021-07-30,256.070007,259.569885,252.571396,253.610001,253.610001,2265878
2021-08-02,254.259995,257.170013,246.200104,253.910004,253.910004,2286464
2021-08-03,255.309998,262.582397,250.580002,254.339996,254.339996,2570702
2021-08-04,255.380005,265.190002,254.130005,264.209991,264.209991,2079838
2021-08-05,265.309998,268.329987,261.434998,265.619995,265.619995,1871988
2021-08-06,264.299988,267.739990,256.130005,260.739990,260.739990,1839962
2021-08-09,258.950012,265.500000,258.196411,263.559998,263.559998,1614178
2021-08-10,266.250000,266.684998,252.100006,252.669998,252.669998,3214411
2021-08-11,254.204605,254.979996,233.860001,239.880005,239.880005,5487831
